location,capacity,occupancy,timestamp
BHMBRCBRG02,1194,543,19-10-2016 14:58
BHMBRCBRG02,1194,528,19-10-2016 15:32
BHMBRCBRG02,1194,497,19-10-2016 15:59
BHMBRCBRG02,1194,450,19-10-2016 16:25
BHMBRCBRG02,1194,71,22-10-2016 07:59
BHMBRCBRG02,1194,74,22-10-2016 08:26
BHMBRCBRG02,1194,92,22-10-2016 08:59
BHMBRCBRG02,1194,137,22-10-2016 09:26
BHMBRCBRG02,1194,208,22-10-2016 09:59
BHMBRCBRG02,1194,302,22-10-2016 10:26
BHMBRCBRG02,1194,433,22-10-2016 10:59
BHMBRCBRG02,1194,558,22-10-2016 11:32
BHMBRCBRG02,1194,663,22-10-2016 11:59
BHMBRCBRG02,1194,831,22-10-2016 12:32
BHMBRCBRG02,1194,968,22-10-2016 12:59
BHMBRCBRG02,1194,1117,22-10-2016 13:32
BHMBRCBRG02,1194,1186,22-10-2016 13:59
BHMBRCBRG02,1194,1194,22-10-2016 14:39
BHMBRCBRG02,1194,1196,22-10-2016 14:59
BHMBRCBRG02,1194,1185,22-10-2016 15:26
BHMBRCBRG02,1194,1103,22-10-2016 15:59
BHMBRCBRG02,1194,993,22-10-2016 16:26
BHMBRCBRG02,1194,62,23-10-2016 07:59
BHMBRCBRG02,1194,69,23-10-2016 08:19
BHMBRCBRG02,1194,80,23-10-2016 08:59
BHMBRCBRG02,1194,91,23-10-2016 09:26
BHMBRCBRG02,1194,127,23-10-2016 09:59
BHMBRCBRG02,1194,186,23-10-2016 10:26
BHMBRCBRG02,1194,327,23-10-2016 10:59
BHMBRCBRG02,1194,507,23-10-2016 11:26
BHMBRCBRG02,1194,685,23-10-2016 11:59
BHMBRCBRG02,1194,779,23-10-2016 12:26
BHMBRCBRG02,1194,965,23-10-2016 13:06
BHMBRCBRG02,1194,1025,23-10-2016 13:26
BHMBRCBRG02,1194,1090,23-10-2016 13:59
BHMBRCBRG02,1194,1105,23-10-2016 14:26
BHMBRCBRG02,1194,1069,23-10-2016 14:59
BHMBRCBRG02,1194,1010,23-10-2016 15:26
BHMBRCBRG02,1194,843,23-10-2016 15:59
BHMBRCBRG02,1194,667,23-10-2016 16:26
BHMBRCBRG02,1194,80,24-10-2016 07:56
BHMBRCBRG02,1194,111,24-10-2016 08:29
BHMBRCBRG02,1194,153,24-10-2016 09:03
BHMBRCBRG02,1194,185,24-10-2016 09:30
BHMBRCBRG02,1194,237,24-10-2016 09:55
BHMBRCBRG02,1194,302,24-10-2016 10:30
BHMBRCBRG02,1194,394,24-10-2016 11:03
BHMBRCBRG02,1194,474,24-10-2016 11:29
BHMBRCBRG02,1194,578,24-10-2016 12:02
BHMBRCBRG02,1194,649,24-10-2016 12:30
BHMBRCBRG02,1194,705,24-10-2016 12:56
BHMBRCBRG02,1194,756,24-10-2016 13:30
BHMBRCBRG02,1194,777,24-10-2016 13:56
BHMBRCBRG02,1194,793,24-10-2016 14:30
BHMBRCBRG02,1194,781,24-10-2016 14:56
BHMBRCBRG02,1194,705,24-10-2016 15:32
BHMBRCBRG02,1194,629,24-10-2016 16:00
BHMBRCBRG02,1194,562,24-10-2016 16:33
BHMBRCBRG02,1194,75,25-10-2016 08:00
BHMBRCBRG02,1194,100,25-10-2016 08:26
BHMBRCBRG02,1194,155,25-10-2016 09:00
BHMBRCBRG02,1194,175,25-10-2016 09:19
BHMBRCBRG02,1194,247,25-10-2016 09:56
BHMBRCBRG02,1194,315,25-10-2016 10:29
BHMBRCBRG02,1194,383,25-10-2016 10:56
BHMBRCBRG02,1194,515,25-10-2016 11:29
BHMBRCBRG02,1194,593,25-10-2016 12:02
BHMBRCBRG02,1194,666,25-10-2016 12:29
BHMBRCBRG02,1194,728,25-10-2016 13:03
BHMBRCBRG02,1194,773,25-10-2016 13:29
BHMBRCBRG02,1194,798,25-10-2016 13:56
BHMBRCBRG02,1194,779,25-10-2016 14:29
BHMBRCBRG02,1194,780,25-10-2016 15:02
BHMBRCBRG02,1194,714,25-10-2016 15:29
BHMBRCBRG02,1194,644,25-10-2016 15:56
BHMBRCBRG02,1194,586,25-10-2016 16:29
BHMBRCBRG02,1194,77,26-10-2016 07:59
BHMBRCBRG02,1194,105,26-10-2016 08:32
BHMBRCBRG02,1194,137,26-10-2016 08:59
BHMBRCBRG02,1194,174,26-10-2016 09:26
BHMBRCBRG02,1194,259,26-10-2016 09:59
BHMBRCBRG02,1194,330,26-10-2016 10:26
BHMBRCBRG02,1194,434,26-10-2016 10:59
BHMBRCBRG02,1194,537,26-10-2016 11:26
BHMBRCBRG02,1194,630,26-10-2016 11:59
BHMBRCBRG02,1194,697,26-10-2016 12:26
BHMBRCBRG02,1194,781,26-10-2016 12:59
BHMBRCBRG02,1194,819,26-10-2016 13:26
BHMBRCBRG02,1194,815,26-10-2016 13:59
BHMBRCBRG02,1194,807,26-10-2016 14:26
BHMBRCBRG02,1194,777,26-10-2016 14:59
BHMBRCBRG02,1194,738,26-10-2016 15:26
BHMBRCBRG02,1194,653,26-10-2016 15:59
BHMBRCBRG02,1194,570,26-10-2016 16:32
BHMBRCBRG02,1194,86,27-10-2016 07:59
BHMBRCBRG02,1194,110,27-10-2016 08:32
BHMBRCBRG02,1194,148,27-10-2016 08:59
BHMBRCBRG02,1194,184,27-10-2016 09:32
BHMBRCBRG02,1194,239,27-10-2016 09:59
BHMBRCBRG02,1194,310,27-10-2016 10:25
BHMBRCBRG02,1194,415,27-10-2016 10:59
BHMBRCBRG02,1194,504,27-10-2016 11:32
BHMBRCBRG02,1194,595,27-10-2016 11:59
BHMBRCBRG02,1194,676,27-10-2016 12:26
BHMBRCBRG02,1194,778,27-10-2016 12:59
BHMBRCBRG02,1194,836,27-10-2016 13:32
BHMBRCBRG02,1194,855,27-10-2016 13:59
BHMBRCBRG02,1194,845,27-10-2016 14:26
BHMBRCBRG02,1194,840,27-10-2016 14:59
BHMBRCBRG02,1194,788,27-10-2016 15:26
BHMBRCBRG02,1194,710,27-10-2016 15:59
BHMBRCBRG02,1194,628,27-10-2016 16:26
BHMBRCBRG02,1194,90,28-10-2016 08:16
BHMBRCBRG02,1194,90,28-10-2016 08:16
BHMBRCBRG02,1194,135,28-10-2016 08:56
BHMBRCBRG02,1194,183,28-10-2016 09:29
BHMBRCBRG02,1194,275,28-10-2016 10:02
BHMBRCBRG02,1194,367,28-10-2016 10:29
BHMBRCBRG02,1194,447,28-10-2016 10:56
BHMBRCBRG02,1194,568,28-10-2016 11:29
BHMBRCBRG02,1194,696,28-10-2016 12:02
BHMBRCBRG02,1194,805,28-10-2016 12:29
BHMBRCBRG02,1194,900,28-10-2016 13:02
BHMBRCBRG02,1194,919,28-10-2016 13:29
BHMBRCBRG02,1194,965,28-10-2016 14:02
BHMBRCBRG02,1194,983,28-10-2016 14:29
BHMBRCBRG02,1194,927,28-10-2016 15:02
BHMBRCBRG02,1194,888,28-10-2016 15:29
BHMBRCBRG02,1194,803,28-10-2016 16:02
BHMBRCBRG02,1194,743,28-10-2016 16:29
BHMBRCBRG02,1194,41,29-10-2016 07:39
BHMBRCBRG02,1194,50,29-10-2016 08:26
BHMBRCBRG02,1194,85,29-10-2016 08:59
BHMBRCBRG02,1194,143,29-10-2016 09:26
BHMBRCBRG02,1194,254,29-10-2016 09:59
BHMBRCBRG02,1194,343,29-10-2016 10:26
BHMBRCBRG02,1194,433,29-10-2016 10:59
BHMBRCBRG02,1194,553,29-10-2016 11:25
BHMBRCBRG02,1194,777,29-10-2016 12:06
BHMBRCBRG02,1194,869,29-10-2016 12:26
BHMBRCBRG02,1194,1025,29-10-2016 12:59
BHMBRCBRG02,1194,1132,29-10-2016 13:26
BHMBRCBRG02,1194,1193,29-10-2016 13:59
BHMBRCBRG02,1194,1194,29-10-2016 14:26
BHMBRCBRG02,1194,1194,29-10-2016 14:59
BHMBRCBRG02,1194,1195,29-10-2016 15:26
BHMBRCBRG02,1194,1143,29-10-2016 15:59
BHMBRCBRG02,1194,1023,29-10-2016 16:26
BHMBRCBRG02,1194,55,30-10-2016 07:59
BHMBRCBRG02,1194,55,30-10-2016 07:59
BHMBRCBRG02,1194,55,30-10-2016 07:59
BHMBRCBRG02,1194,58,30-10-2016 08:25
BHMBRCBRG02,1194,82,30-10-2016 08:59
BHMBRCBRG02,1194,102,30-10-2016 09:25
BHMBRCBRG02,1194,144,30-10-2016 09:59
BHMBRCBRG02,1194,219,30-10-2016 10:25
BHMBRCBRG02,1194,373,30-10-2016 10:59
BHMBRCBRG02,1194,504,30-10-2016 11:25
BHMBRCBRG02,1194,658,30-10-2016 11:59
BHMBRCBRG02,1194,738,30-10-2016 12:26
BHMBRCBRG02,1194,883,30-10-2016 13:06
BHMBRCBRG02,1194,919,30-10-2016 13:25
BHMBRCBRG02,1194,941,30-10-2016 13:59
BHMBRCBRG02,1194,931,30-10-2016 14:32
BHMBRCBRG02,1194,888,30-10-2016 15:00
BHMBRCBRG02,1194,787,30-10-2016 15:32
BHMBRCBRG02,1194,76,31-10-2016 08:00
BHMBRCBRG02,1194,104,31-10-2016 08:26
BHMBRCBRG02,1194,148,31-10-2016 09:00
BHMBRCBRG02,1194,182,31-10-2016 09:26
BHMBRCBRG02,1194,245,31-10-2016 10:00
BHMBRCBRG02,1194,293,31-10-2016 10:26
BHMBRCBRG02,1194,363,31-10-2016 11:00
BHMBRCBRG02,1194,427,31-10-2016 11:26
BHMBRCBRG02,1194,506,31-10-2016 12:00
BHMBRCBRG02,1194,543,31-10-2016 12:26
BHMBRCBRG02,1194,575,31-10-2016 13:00
BHMBRCBRG02,1194,568,31-10-2016 13:26
BHMBRCBRG02,1194,573,31-10-2016 13:59
BHMBRCBRG02,1194,556,31-10-2016 14:26
BHMBRCBRG02,1194,501,31-10-2016 15:00
BHMBRCBRG02,1194,465,31-10-2016 15:27
BHMBRCBRG02,1194,434,31-10-2016 16:00
BHMBRCBRG02,1194,421,31-10-2016 16:26
BHMBRCBRG02,1194,86,01-11-2016 08:06
BHMBRCBRG02,1194,102,01-11-2016 08:26
BHMBRCBRG02,1194,146,01-11-2016 09:00
BHMBRCBRG02,1194,183,01-11-2016 09:26
BHMBRCBRG02,1194,262,01-11-2016 10:00
BHMBRCBRG02,1194,333,01-11-2016 10:26
BHMBRCBRG02,1194,420,01-11-2016 11:00
BHMBRCBRG02,1194,455,01-11-2016 11:26
BHMBRCBRG02,1194,542,01-11-2016 12:00
BHMBRCBRG02,1194,571,01-11-2016 12:26
BHMBRCBRG02,1194,590,01-11-2016 13:00
BHMBRCBRG02,1194,599,01-11-2016 13:26
BHMBRCBRG02,1194,597,01-11-2016 14:00
BHMBRCBRG02,1194,579,01-11-2016 14:26
BHMBRCBRG02,1194,530,01-11-2016 15:00
BHMBRCBRG02,1194,481,01-11-2016 15:27
BHMBRCBRG02,1194,442,01-11-2016 16:00
BHMBRCBRG02,1194,410,01-11-2016 16:33
BHMBRCBRG02,1194,78,02-11-2016 07:56
BHMBRCBRG02,1194,94,02-11-2016 08:30
BHMBRCBRG02,1194,121,02-11-2016 08:56
BHMBRCBRG02,1194,173,02-11-2016 09:30
BHMBRCBRG02,1194,241,02-11-2016 09:56
BHMBRCBRG02,1194,319,02-11-2016 10:29
BHMBRCBRG02,1194,360,02-11-2016 10:56
BHMBRCBRG02,1194,444,02-11-2016 11:30
BHMBRCBRG02,1194,513,02-11-2016 11:56
BHMBRCBRG02,1194,548,02-11-2016 12:30
BHMBRCBRG02,1194,574,02-11-2016 13:03
BHMBRCBRG02,1194,573,02-11-2016 13:30
BHMBRCBRG02,1194,564,02-11-2016 14:03
BHMBRCBRG02,1194,561,02-11-2016 14:30
BHMBRCBRG02,1194,546,02-11-2016 14:56
BHMBRCBRG02,1194,501,02-11-2016 15:29
BHMBRCBRG02,1194,452,02-11-2016 16:03
BHMBRCBRG02,1194,427,02-11-2016 16:30
BHMBRCBRG02,1194,78,03-11-2016 08:00
BHMBRCBRG02,1194,103,03-11-2016 08:26
BHMBRCBRG02,1194,148,03-11-2016 09:00
BHMBRCBRG02,1194,188,03-11-2016 09:26
BHMBRCBRG02,1194,287,03-11-2016 10:00
BHMBRCBRG02,1194,347,03-11-2016 10:26
BHMBRCBRG02,1194,428,03-11-2016 11:00
BHMBRCBRG02,1194,494,03-11-2016 11:26
BHMBRCBRG02,1194,545,03-11-2016 12:00
BHMBRCBRG02,1194,595,03-11-2016 12:26
BHMBRCBRG02,1194,627,03-11-2016 12:59
BHMBRCBRG02,1194,629,03-11-2016 13:26
BHMBRCBRG02,1194,633,03-11-2016 13:59
BHMBRCBRG02,1194,619,03-11-2016 14:26
BHMBRCBRG02,1194,565,03-11-2016 15:00
BHMBRCBRG02,1194,546,03-11-2016 15:26
BHMBRCBRG02,1194,488,03-11-2016 16:03
BHMBRCBRG02,1194,464,03-11-2016 16:30
BHMBRCBRG02,1194,69,04-11-2016 08:00
BHMBRCBRG02,1194,82,04-11-2016 08:26
BHMBRCBRG02,1194,120,04-11-2016 08:59
BHMBRCBRG02,1194,186,04-11-2016 09:33
BHMBRCBRG02,1194,264,04-11-2016 10:00
BHMBRCBRG02,1194,322,04-11-2016 10:26
BHMBRCBRG02,1194,405,04-11-2016 11:00
BHMBRCBRG02,1194,468,04-11-2016 11:33
BHMBRCBRG02,1194,525,04-11-2016 12:00
BHMBRCBRG02,1194,591,04-11-2016 12:33
BHMBRCBRG02,1194,597,04-11-2016 13:00
BHMBRCBRG02,1194,625,04-11-2016 13:26
BHMBRCBRG02,1194,641,04-11-2016 13:59
BHMBRCBRG02,1194,615,04-11-2016 14:26
BHMBRCBRG02,1194,575,04-11-2016 15:00
BHMBRCBRG02,1194,533,04-11-2016 15:26
BHMBRCBRG02,1194,488,04-11-2016 16:00
BHMBRCBRG02,1194,459,04-11-2016 16:26
BHMBRCBRG02,1194,25,05-11-2016 08:00
BHMBRCBRG02,1194,26,05-11-2016 08:20
BHMBRCBRG02,1194,51,05-11-2016 08:59
BHMBRCBRG02,1194,119,05-11-2016 09:26
BHMBRCBRG02,1194,212,05-11-2016 09:59
BHMBRCBRG02,1194,339,05-11-2016 10:33
BHMBRCBRG02,1194,461,05-11-2016 10:59
BHMBRCBRG02,1194,565,05-11-2016 11:26
BHMBRCBRG02,1194,767,05-11-2016 12:06
BHMBRCBRG02,1194,880,05-11-2016 12:26
BHMBRCBRG02,1194,1003,05-11-2016 13:00
BHMBRCBRG02,1194,1090,05-11-2016 13:33
BHMBRCBRG02,1194,1145,05-11-2016 13:59
BHMBRCBRG02,1194,1143,05-11-2016 14:26
BHMBRCBRG02,1194,1188,05-11-2016 15:00
BHMBRCBRG02,1194,1168,05-11-2016 15:26
BHMBRCBRG02,1194,1064,05-11-2016 16:00
BHMBRCBRG02,1194,966,05-11-2016 16:26
BHMBRCBRG02,1194,42,06-11-2016 08:00
BHMBRCBRG02,1194,46,06-11-2016 08:26
BHMBRCBRG02,1194,57,06-11-2016 09:00
BHMBRCBRG02,1194,73,06-11-2016 09:33
BHMBRCBRG02,1194,108,06-11-2016 10:00
BHMBRCBRG02,1194,173,06-11-2016 10:26
BHMBRCBRG02,1194,336,06-11-2016 10:59
BHMBRCBRG02,1194,509,06-11-2016 11:26
BHMBRCBRG02,1194,686,06-11-2016 11:59
BHMBRCBRG02,1194,827,06-11-2016 12:26
BHMBRCBRG02,1194,998,06-11-2016 13:06
BHMBRCBRG02,1194,1054,06-11-2016 13:26
BHMBRCBRG02,1194,1129,06-11-2016 13:59
BHMBRCBRG02,1194,1114,06-11-2016 14:33
BHMBRCBRG02,1194,1078,06-11-2016 15:00
BHMBRCBRG02,1194,989,06-11-2016 15:26
BHMBRCBRG02,1194,809,06-11-2016 15:59
BHMBRCBRG02,1194,640,06-11-2016 16:26
BHMBRCBRG02,1194,94,07-11-2016 08:00
BHMBRCBRG02,1194,117,07-11-2016 08:26
BHMBRCBRG02,1194,160,07-11-2016 08:59
BHMBRCBRG02,1194,191,07-11-2016 09:26
BHMBRCBRG02,1194,254,07-11-2016 09:59
BHMBRCBRG02,1194,346,07-11-2016 10:26
BHMBRCBRG02,1194,414,07-11-2016 10:59
BHMBRCBRG02,1194,471,07-11-2016 11:26
BHMBRCBRG02,1194,551,07-11-2016 11:59
BHMBRCBRG02,1194,589,07-11-2016 12:26
BHMBRCBRG02,1194,615,07-11-2016 12:59
BHMBRCBRG02,1194,606,07-11-2016 13:33
BHMBRCBRG02,1194,610,07-11-2016 13:59
BHMBRCBRG02,1194,577,07-11-2016 14:33
BHMBRCBRG02,1194,532,07-11-2016 15:00
BHMBRCBRG02,1194,504,07-11-2016 15:33
BHMBRCBRG02,1194,476,07-11-2016 16:00
BHMBRCBRG02,1194,425,07-11-2016 16:33
BHMBRCBRG02,1194,81,08-11-2016 07:59
BHMBRCBRG02,1194,93,08-11-2016 08:26
BHMBRCBRG02,1194,137,08-11-2016 08:59
BHMBRCBRG02,1194,173,08-11-2016 09:26
BHMBRCBRG02,1194,234,08-11-2016 09:59
BHMBRCBRG02,1194,331,08-11-2016 10:33
BHMBRCBRG02,1194,410,08-11-2016 11:00
BHMBRCBRG02,1194,517,08-11-2016 11:33
BHMBRCBRG02,1194,559,08-11-2016 11:59
BHMBRCBRG02,1194,585,08-11-2016 12:27
BHMBRCBRG02,1194,607,08-11-2016 13:00
BHMBRCBRG02,1194,627,08-11-2016 13:34
BHMBRCBRG02,1194,625,08-11-2016 14:00
BHMBRCBRG02,1194,589,08-11-2016 14:26
BHMBRCBRG02,1194,539,08-11-2016 15:00
BHMBRCBRG02,1194,507,08-11-2016 15:33
BHMBRCBRG02,1194,462,08-11-2016 16:01
BHMBRCBRG02,1194,420,08-11-2016 16:34
BHMBRCBRG02,1194,120,09-11-2016 08:00
BHMBRCBRG02,1194,133,09-11-2016 08:27
BHMBRCBRG02,1194,170,09-11-2016 09:00
BHMBRCBRG02,1194,215,09-11-2016 09:34
BHMBRCBRG02,1194,289,09-11-2016 10:00
BHMBRCBRG02,1194,347,09-11-2016 10:27
BHMBRCBRG02,1194,430,09-11-2016 11:00
BHMBRCBRG02,1194,481,09-11-2016 11:27
BHMBRCBRG02,1194,569,09-11-2016 12:00
BHMBRCBRG02,1194,586,09-11-2016 12:27
BHMBRCBRG02,1194,627,09-11-2016 13:00
BHMBRCBRG02,1194,633,09-11-2016 13:27
BHMBRCBRG02,1194,642,09-11-2016 14:00
BHMBRCBRG02,1194,615,09-11-2016 14:27
BHMBRCBRG02,1194,574,09-11-2016 15:00
BHMBRCBRG02,1194,556,09-11-2016 15:34
BHMBRCBRG02,1194,531,09-11-2016 16:00
BHMBRCBRG02,1194,497,09-11-2016 16:34
BHMBRCBRG02,1194,82,10-11-2016 08:00
BHMBRCBRG02,1194,111,10-11-2016 08:34
BHMBRCBRG02,1194,134,10-11-2016 09:00
BHMBRCBRG02,1194,178,10-11-2016 09:27
BHMBRCBRG02,1194,263,10-11-2016 10:00
BHMBRCBRG02,1194,329,10-11-2016 10:27
BHMBRCBRG02,1194,414,10-11-2016 11:00
BHMBRCBRG02,1194,482,10-11-2016 11:27
BHMBRCBRG02,1194,571,10-11-2016 12:00
BHMBRCBRG02,1194,622,10-11-2016 12:27
BHMBRCBRG02,1194,664,10-11-2016 13:00
BHMBRCBRG02,1194,678,10-11-2016 13:34
BHMBRCBRG02,1194,679,10-11-2016 14:00
BHMBRCBRG02,1194,653,10-11-2016 14:27
BHMBRCBRG02,1194,602,10-11-2016 15:00
BHMBRCBRG02,1194,565,10-11-2016 15:27
BHMBRCBRG02,1194,516,10-11-2016 16:00
BHMBRCBRG02,1194,478,10-11-2016 16:27
BHMBRCBRG02,1194,78,11-11-2016 08:00
BHMBRCBRG02,1194,101,11-11-2016 08:27
BHMBRCBRG02,1194,134,11-11-2016 09:00
BHMBRCBRG02,1194,179,11-11-2016 09:27
BHMBRCBRG02,1194,259,11-11-2016 10:00
BHMBRCBRG02,1194,343,11-11-2016 10:27
BHMBRCBRG02,1194,435,11-11-2016 11:00
BHMBRCBRG02,1194,508,11-11-2016 11:27
BHMBRCBRG02,1194,583,11-11-2016 12:00
BHMBRCBRG02,1194,616,11-11-2016 12:27
BHMBRCBRG02,1194,648,11-11-2016 13:00
BHMBRCBRG02,1194,678,11-11-2016 13:34
BHMBRCBRG02,1194,669,11-11-2016 14:00
BHMBRCBRG02,1194,661,11-11-2016 14:27
BHMBRCBRG02,1194,616,11-11-2016 15:00
BHMBRCBRG02,1194,585,11-11-2016 15:34
BHMBRCBRG02,1194,561,11-11-2016 16:00
BHMBRCBRG02,1194,511,11-11-2016 16:34
BHMBRCBRG02,1194,52,12-11-2016 08:00
BHMBRCBRG02,1194,60,12-11-2016 08:27
BHMBRCBRG02,1194,88,12-11-2016 09:00
BHMBRCBRG02,1194,166,12-11-2016 09:27
BHMBRCBRG02,1194,292,12-11-2016 10:00
BHMBRCBRG02,1194,394,12-11-2016 10:27
BHMBRCBRG02,1194,517,12-11-2016 11:00
BHMBRCBRG02,1194,657,12-11-2016 11:34
BHMBRCBRG02,1194,805,12-11-2016 12:00
BHMBRCBRG02,1194,949,12-11-2016 12:27
BHMBRCBRG02,1194,1100,12-11-2016 13:00
BHMBRCBRG02,1194,1172,12-11-2016 13:27
BHMBRCBRG02,1194,1195,12-11-2016 14:00
BHMBRCBRG02,1194,1192,12-11-2016 14:27
BHMBRCBRG02,1194,1193,12-11-2016 15:00
BHMBRCBRG02,1194,1173,12-11-2016 15:27
BHMBRCBRG02,1194,1119,12-11-2016 16:00
BHMBRCBRG02,1194,1004,12-11-2016 16:34
BHMBRCBRG02,1194,55,13-11-2016 08:00
BHMBRCBRG02,1194,56,13-11-2016 08:27
BHMBRCBRG02,1194,74,13-11-2016 09:00
BHMBRCBRG02,1194,97,13-11-2016 09:34
BHMBRCBRG02,1194,131,13-11-2016 10:00
BHMBRCBRG02,1194,234,13-11-2016 10:33
BHMBRCBRG02,1194,389,13-11-2016 11:00
BHMBRCBRG02,1194,559,13-11-2016 11:27
BHMBRCBRG02,1194,742,13-11-2016 12:00
BHMBRCBRG02,1194,879,13-11-2016 12:27
BHMBRCBRG02,1194,1028,13-11-2016 13:07
BHMBRCBRG02,1194,1114,13-11-2016 13:33
BHMBRCBRG02,1194,1172,13-11-2016 14:00
BHMBRCBRG02,1194,1167,13-11-2016 14:27
BHMBRCBRG02,1194,1136,13-11-2016 15:00
BHMBRCBRG02,1194,1051,13-11-2016 15:27
BHMBRCBRG02,1194,885,13-11-2016 16:00
BHMBRCBRG02,1194,697,13-11-2016 16:27
BHMBRCBRG02,1194,66,14-11-2016 08:00
BHMBRCBRG02,1194,97,14-11-2016 08:33
BHMBRCBRG02,1194,129,14-11-2016 09:00
BHMBRCBRG02,1194,170,14-11-2016 09:27
BHMBRCBRG02,1194,260,14-11-2016 10:00
BHMBRCBRG02,1194,324,14-11-2016 10:27
BHMBRCBRG02,1194,400,14-11-2016 11:00
BHMBRCBRG02,1194,473,14-11-2016 11:27
BHMBRCBRG02,1194,541,14-11-2016 12:00
BHMBRCBRG02,1194,594,14-11-2016 12:27
BHMBRCBRG02,1194,605,14-11-2016 13:00
BHMBRCBRG02,1194,621,14-11-2016 13:27
BHMBRCBRG02,1194,611,14-11-2016 14:00
BHMBRCBRG02,1194,569,14-11-2016 14:33
BHMBRCBRG02,1194,554,14-11-2016 15:00
BHMBRCBRG02,1194,526,14-11-2016 15:27
BHMBRCBRG02,1194,487,14-11-2016 16:00
BHMBRCBRG02,1194,422,14-11-2016 16:27
BHMBRCBRG02,1194,75,15-11-2016 07:57
BHMBRCBRG02,1194,105,15-11-2016 08:30
BHMBRCBRG02,1194,134,15-11-2016 08:57
BHMBRCBRG02,1194,195,15-11-2016 09:30
BHMBRCBRG02,1194,254,15-11-2016 09:57
BHMBRCBRG02,1194,352,15-11-2016 10:30
BHMBRCBRG02,1194,436,15-11-2016 11:03
BHMBRCBRG02,1194,496,15-11-2016 11:30
BHMBRCBRG02,1194,564,15-11-2016 11:57
BHMBRCBRG02,1194,607,15-11-2016 12:30
BHMBRCBRG02,1194,635,15-11-2016 12:57
BHMBRCBRG02,1194,628,15-11-2016 13:30
BHMBRCBRG02,1194,607,15-11-2016 14:03
BHMBRCBRG02,1194,582,15-11-2016 14:30
BHMBRCBRG02,1194,559,15-11-2016 15:03
BHMBRCBRG02,1194,517,15-11-2016 15:30
BHMBRCBRG02,1194,495,15-11-2016 15:57
BHMBRCBRG02,1194,431,15-11-2016 16:30
BHMBRCBRG02,1194,79,16-11-2016 08:00
BHMBRCBRG02,1194,103,16-11-2016 08:27
BHMBRCBRG02,1194,147,16-11-2016 09:00
BHMBRCBRG02,1194,185,16-11-2016 09:27
BHMBRCBRG02,1194,270,16-11-2016 10:00
BHMBRCBRG02,1194,377,16-11-2016 10:33
BHMBRCBRG02,1194,454,16-11-2016 11:00
BHMBRCBRG02,1194,542,16-11-2016 11:27
BHMBRCBRG02,1194,612,16-11-2016 12:00
BHMBRCBRG02,1194,638,16-11-2016 12:27
BHMBRCBRG02,1194,651,16-11-2016 13:00
BHMBRCBRG02,1194,661,16-11-2016 13:27
BHMBRCBRG02,1194,668,16-11-2016 14:00
BHMBRCBRG02,1194,626,16-11-2016 14:27
BHMBRCBRG02,1194,580,16-11-2016 15:00
BHMBRCBRG02,1194,528,16-11-2016 15:33
BHMBRCBRG02,1194,503,16-11-2016 16:00
BHMBRCBRG02,1194,442,16-11-2016 16:33
BHMBRCBRG02,1194,82,17-11-2016 08:04
BHMBRCBRG02,1194,109,17-11-2016 08:31
BHMBRCBRG02,1194,145,17-11-2016 09:03
BHMBRCBRG02,1194,198,17-11-2016 09:31
BHMBRCBRG02,1194,270,17-11-2016 09:57
BHMBRCBRG02,1194,380,17-11-2016 10:31
BHMBRCBRG02,1194,463,17-11-2016 11:04
BHMBRCBRG02,1194,533,17-11-2016 11:31
BHMBRCBRG02,1194,642,17-11-2016 12:04
BHMBRCBRG02,1194,672,17-11-2016 12:31
BHMBRCBRG02,1194,718,17-11-2016 13:04
BHMBRCBRG02,1194,727,17-11-2016 13:31
BHMBRCBRG02,1194,716,17-11-2016 14:04
BHMBRCBRG02,1194,678,17-11-2016 14:30
BHMBRCBRG02,1194,648,17-11-2016 14:58
BHMBRCBRG02,1194,581,17-11-2016 15:30
BHMBRCBRG02,1194,521,17-11-2016 15:58
BHMBRCBRG02,1194,481,17-11-2016 16:31
BHMBRCBRG02,1194,100,18-11-2016 08:01
BHMBRCBRG02,1194,100,18-11-2016 08:01
BHMBRCBRG02,1194,123,18-11-2016 08:27
BHMBRCBRG02,1194,199,18-11-2016 09:27
BHMBRCBRG02,1194,307,18-11-2016 10:01
BHMBRCBRG02,1194,419,18-11-2016 10:27
BHMBRCBRG02,1194,549,18-11-2016 11:01
BHMBRCBRG02,1194,671,18-11-2016 11:34
BHMBRCBRG02,1194,731,18-11-2016 12:01
BHMBRCBRG02,1194,816,18-11-2016 12:27
BHMBRCBRG02,1194,867,18-11-2016 13:01
BHMBRCBRG02,1194,901,18-11-2016 13:34
BHMBRCBRG02,1194,887,18-11-2016 14:01
BHMBRCBRG02,1194,858,18-11-2016 14:28
BHMBRCBRG02,1194,811,18-11-2016 15:01
BHMBRCBRG02,1194,779,18-11-2016 15:28
BHMBRCBRG02,1194,692,18-11-2016 16:01
BHMBRCBRG02,1194,639,18-11-2016 16:28
BHMBRCBRG02,1194,40,19-11-2016 07:57
BHMBRCBRG02,1194,48,19-11-2016 08:31
BHMBRCBRG02,1194,78,19-11-2016 08:57
BHMBRCBRG02,1194,188,19-11-2016 09:31
BHMBRCBRG02,1194,328,19-11-2016 10:04
BHMBRCBRG02,1194,467,19-11-2016 10:31
BHMBRCBRG02,1194,593,19-11-2016 10:58
BHMBRCBRG02,1194,772,19-11-2016 11:31
